ClmDiagnosisCode_7_ID,ClmDiagnosisCode_7
1,71596
2,42731
3,78039
4,V103
5,33394
6,8911
7,43820
8,3051
9,41400
10,E918
11,78722
12,4019
13,V5869
14,73300
15,70719
16,5849
17,3004
18,5990
19,9971
20,71690
21,78079
22,25000
23,34590
24,3501
25,47819
26,V5866
27,V4511
28,5119
29,2989
30,V5861
31,78791
32,7260
33,2859
34,29040
35,V1251
36,V4364
37,78650
38,V433
39,2800
40,586
41,78605
42,V0382
43,32723
44,2768
45,V7283
46,1976
47,82525
48,042
49,4239
50,41401
51,V653
52,5238
53,2689
54,2761
55,4280
56,V5883
57,79092
58,78659
59,V4501
60,4589
61,0417
62,29590
63,4011
64,6104
65,5185
66,V1582
67,34831
68,42831
69,7906
70,V5867
71,V4586
72,V1021
73,1963
74,4168
75,70723
76,78559
77,7231
78,V4574
79,51889
80,27651
81,4148
82,V421
83,7840
84,412
85,6256
86,2449
87,60001
88,4739
89,V148
90,5939
91,V4582
92,37921
93,7812
94,45829
95,V1259
96,7140
97,07999
98,4264
99,V4589
100,7823
101,43889
102,37942
103,7226
104,2724
105,5128
106,25002
107,56210
108,3384
109,78799
110,42781
111,2948
112,59971
113,40391
114,5853
115,58881
116,0382
117,V140
118,9221
119,72885
120,4241
121,7244
122,431
123,99581
124,3970
125,0389
126,3310
127,1570
128,V707
129,78099
130,30401
131,72888
132,4439
133,60886
134,496
135,78869
136,4271
137,2720
138,59651
139,78097
140,72887
141,7910
142,V1581
143,30751
144,2763
145,3549
146,99591
147,5859
148,49390
149,4556
150,V709
151,53081
152,41402
153,2639
154,V1011
155,E9331
156,7931
157,V560
158,56981
159,2809
160,28984
161,E9479
162,68100
163,V7281
164,5756
165,58181
166,27800
167,30000
168,78057
169,V4502
170,78841
171,33182
172,57420
173,V5416
174,29042
175,56949
176,51881
177,34540
178,3315
179,V1254
180,V462
181,5070
182,87342
183,E8889
184,3439
185,78702
186,36511
187,5839
188,73390
189,486
190,2841
191,49121
192,4254
193,261
194,V8530
195,E8809
196,4293
197,59970
198,V053
199,V8801
200,8260
201,7856
202,E8798
203,2900
204,7197
205,71590
206,8470
207,2869
208,1985
209,2713
210,84200
211,2851
212,43885
213,V151
214,99812
215,7100
216,V4283
217,78900
218,70703
219,4233
220,72706
221,5533
222,79029
223,25040
224,4111
225,0414
226,71941
227,53089
228,V1271
229,43310
230,29410
231,7930
232,71536
233,37410
234,V1044
235,485
236,2760
237,V1551
238,V1279
239,7271
240,99592
241,481
242,4414
243,5789
244,29680
245,72271
246,33829
247,7881
248,V571
249,72691
250,4417
251,34982
252,8730
253,59984
254,28522
255,E8859
256,7242
257,20283
258,94522
259,04111
260,311
261,78652
262,4599
263,73313
264,33385
265,71699
266,30981
267,2749
268,71946
269,1982
270,E8129
271,53010
272,71595
273,7291
274,81200
275,4260
276,42789
277,71911
278,25003
279,4550
280,V1042
281,5950
282,7993
283,19889
284,V1005
285,6820
286,79431
287,3558
288,V442
289,7804
290,34290
291,V8741
292,7102
293,78552
294,6108
295,42761
296,5770
297,73395
298,2875
299,V420
300,V4581
301,5609
302,78830
303,E9289
304,E8704
305,0419
306,40493
307,3441
308,V1079
309,5180
310,E8499
311,49392
312,1882
313,5690
314,78843
315,78606
316,60000
317,70909
318,73007
319,71589
320,2553
321,81341
322,58381
323,28489
324,V5878
325,5693
326,5854
327,7821
328,5856
329,2512
330,1749
331,7587
332,5728
333,E8781
334,25001
335,V090
336,53085
337,52800
338,591
339,56400
340,7292
341,V1004
342,78602
343,40390
344,7862
345,V173
346,78901
347,5680
348,V145
349,5967
350,E9288
351,V1301
352,1120
353,07030
354,V1083
355,38600
356,V1642
357,4401
358,E9064
359,24290
360,53540
361,2469
362,4928
363,260
364,53019
365,3591
366,7245
367,29411
368,7904
369,E8881
370,28860
371,55320
372,7248
373,7830
374,4720
375,V146
376,78052
377,45981
378,4270
379,V7641
380,8056
381,2392
382,V5865
383,7994
384,262
385,25200
386,2729
387,V4365
388,3300
389,4375
390,2910
391,29592
392,4240
393,436
394,319
395,1123
396,2931
397,78001
398,28521
399,72190
400,920
401,43330
402,34830
403,6039
404,73025
405,V5863
406,8052
407,27541
408,E8788
409,7962
410,70707
411,6826
412,78449
413,7390
414,1514
415,2111
416,4299
417,30390
418,E9342
419,515
420,V850
421,V08
422,59659
423,28981
424,78905
425,7802
426,V6751
427,71594
428,7272
429,2971
430,4289
431,20290
432,7854
433,59582
434,7873
435,E9426
436,36720
437,5961
438,28731
439,73027
440,80101
441,0413
442,4371
443,7171
444,35921
445,75312
